nominal;data;curs;cdx
100;02.07.2022;11,4316;Казахстанский тенге
100;01.07.2022;11,2910;Казахстанский тенге
100;30.06.2022;11,2176;Казахстанский тенге
100;29.06.2022;11,4915;Казахстанский тенге
100;28.06.2022;11,3324;Казахстанский тенге
100;25.06.2022;11,4721;Казахстанский тенге
100;24.06.2022;11,7500;Казахстанский тенге
100;23.06.2022;11,8944;Казахстанский тенге
100;22.06.2022;12,3422;Казахстанский тенге
100;21.06.2022;12,5703;Казахстанский тенге
100;18.06.2022;12,8254;Казахстанский тенге
100;17.06.2022;12,9711;Казахстанский тенге
100;16.06.2022;12,9983;Казахстанский тенге
100;15.06.2022;13,0892;Казахстанский тенге
100;11.06.2022;13,2973;Казахстанский тенге
100;10.06.2022;13,4709;Казахстанский тенге
100;09.06.2022;14,0258;Казахстанский тенге
100;08.06.2022;14,1142;Казахстанский тенге
100;07.06.2022;14,1473;Казахстанский тенге
100;04.06.2022;14,3181;Казахстанский тенге
100;03.06.2022;14,5012;Казахстанский тенге
100;02.06.2022;14,8246;Казахстанский тенге
100;01.06.2022;14,4147;Казахстанский тенге
100;31.05.2022;14,5621;Казахстанский тенге
100;28.05.2022;15,7349;Казахстанский тенге
100;27.05.2022;14,9474;Казахстанский тенге
100;26.05.2022;13,5040;Казахстанский тенге
100;25.05.2022;13,4095;Казахстанский тенге
100;24.05.2022;13,6955;Казахстанский тенге
100;21.05.2022;13,6497;Казахстанский тенге
100;20.05.2022;14,4221;Казахстанский тенге
100;19.05.2022;14,6871;Казахстанский тенге
100;18.05.2022;14,7922;Казахстанский тенге
100;17.05.2022;14,8290;Казахстанский тенге
100;14.05.2022;14,6701;Казахстанский тенге
100;13.05.2022;14,8645;Казахстанский тенге
100;12.05.2022;15,8443;Казахстанский тенге
100;07.05.2022;15,7514;Казахстанский тенге
100;06.05.2022;15,1626;Казахстанский тенге
100;05.05.2022;15,7178;Казахстанский тенге
100;30.04.2022;15,8362;Казахстанский тенге
100;29.04.2022;16,0817;Казахстанский тенге
100;28.04.2022;16,0687;Казахстанский тенге
100;27.04.2022;16,2203;Казахстанский тенге
100;26.04.2022;16,5231;Казахстанский тенге
100;23.04.2022;16,5537;Казахстанский тенге
100;22.04.2022;16,8905;Казахстанский тенге
100;21.04.2022;17,3774;Казахстанский тенге
100;20.04.2022;17,5678;Казахстанский тенге
100;19.04.2022;17,4902;Казахстанский тенге
100;16.04.2022;17,8593;Казахстанский тенге
100;15.04.2022;18,0572;Казахстанский тенге
100;14.04.2022;17,7541;Казахстанский тенге
100;13.04.2022;17,7135;Казахстанский тенге
100;12.04.2022;17,7134;Казахстанский тенге
100;09.04.2022;16,3118;Казахстанский тенге
100;08.04.2022;16,4975;Казахстанский тенге
100;07.04.2022;17,8428;Казахстанский тенге
100;06.04.2022;17,6309;Казахстанский тенге
100;05.04.2022;17,6894;Казахстанский тенге
100;02.04.2022;17,5449;Казахстанский тенге
100;01.04.2022;17,7349;Казахстанский тенге
100;31.03.2022;18,0649;Казахстанский тенге
100;30.03.2022;18,4763;Казахстанский тенге
100;29.03.2022;19,4731;Казахстанский тенге
100;26.03.2022;19,3977;Казахстанский тенге
100;25.03.2022;19,4515;Казахстанский тенге
100;24.03.2022;20,3014;Казахстанский тенге
100;23.03.2022;20,5133;Казахстанский тенге
100;22.03.2022;20,6331;Казахстанский тенге
100;19.03.2022;20,4893;Казахстанский тенге
100;18.03.2022;20,6141;Казахстанский тенге
100;17.03.2022;21,2006;Казахстанский тенге
100;16.03.2022;21,7075;Казахстанский тенге
100;15.03.2022;22,4903;Казахстанский тенге
100;12.03.2022;22,8376;Казахстанский тенге
100;11.03.2022;23,1488;Казахстанский тенге
100;10.03.2022;23,0647;Казахстанский тенге
100;06.03.2022;20,7345;Казахстанский тенге
100;05.03.2022;21,0524;Казахстанский тенге
100;04.03.2022;22,5809;Казахстанский тенге
100;03.03.2022;20,9806;Казахстанский тенге
100;02.03.2022;18,6621;Казахстанский тенге
100;01.03.2022;18,8393;Казахстанский тенге
100;26.02.2022;18,0019;Казахстанский тенге
100;25.02.2022;18,5306;Казахстанский тенге
100;23.02.2022;18,4681;Казахстанский тенге
100;22.02.2022;17,9530;Казахстанский тенге
100;19.02.2022;17,6931;Казахстанский тенге
100;18.02.2022;17,6786;Казахстанский тенге
100;17.02.2022;17,5533;Казахстанский тенге
100;16.02.2022;17,6945;Казахстанский тенге
100;15.02.2022;17,7650;Казахстанский тенге
100;12.02.2022;17,4631;Казахстанский тенге
100;11.02.2022;17,5018;Казахстанский тенге
100;10.02.2022;17,5590;Казахстанский тенге
100;09.02.2022;17,5965;Казахстанский тенге
100;08.02.2022;17,5695;Казахстанский тенге
100;05.02.2022;17,5942;Казахстанский тенге
100;04.02.2022;17,6308;Казахстанский тенге
100;03.02.2022;17,6253;Казахстанский тенге
100;02.02.2022;17,7719;Казахстанский тенге
100;01.02.2022;17,8379;Казахстанский тенге
100;29.01.2022;17,8808;Казахстанский тенге
100;28.01.2022;18,1675;Казахстанский тенге
100;27.01.2022;18,1167;Казахстанский тенге
100;26.01.2022;18,0165;Казахстанский тенге
100;25.01.2022;17,7402;Казахстанский тенге
100;22.01.2022;17,5815;Казахстанский тенге
100;21.01.2022;17,5323;Казахстанский тенге
100;20.01.2022;17,5964;Казахстанский тенге
100;19.01.2022;17,5200;Казахстанский тенге
100;18.01.2022;17,4625;Казахстанский тенге
100;15.01.2022;17,3677;Казахстанский тенге
100;14.01.2022;17,1442;Казахстанский тенге
100;13.01.2022;17,1367;Казахстанский тенге
100;12.01.2022;17,1858;Казахстанский тенге
100;11.01.2022;17,2328;Казахстанский тенге
100;31.12.2021;16,9000;Казахстанский тенге
100;30.12.2021;16,9158;Казахстанский тенге
100;29.12.2021;16,9248;Казахстанский тенге
100;28.12.2021;16,8993;Казахстанский тенге
100;25.12.2021;16,9007;Казахстанский тенге
100;24.12.2021;16,8137;Казахстанский тенге
100;23.12.2021;16,9146;Казахстанский тенге
100;22.12.2021;16,8598;Казахстанский тенге
100;21.12.2021;16,9121;Казахстанский тенге
100;18.12.2021;16,8359;Казахстанский тенге
100;17.12.2021;16,7989;Казахстанский тенге
100;16.12.2021;16,8398;Казахстанский тенге
100;15.12.2021;16,7912;Казахстанский тенге
100;14.12.2021;16,8373;Казахстанский тенге
100;11.12.2021;16,8531;Казахстанский тенге
100;10.12.2021;16,9020;Казахстанский тенге
100;09.12.2021;16,9002;Казахстанский тенге
100;08.12.2021;16,9773;Казахстанский тенге
100;07.12.2021;16,8214;Казахстанский тенге
100;04.12.2021;16,8113;Казахстанский тенге
100;03.12.2021;16,7926;Казахстанский тенге
100;02.12.2021;16,9569;Казахстанский тенге
100;01.12.2021;17,0443;Казахстанский тенге
100;30.11.2021;17,1152;Казахстанский тенге
100;27.11.2021;17,3385;Казахстанский тенге
100;26.11.2021;17,2327;Казахстанский тенге
100;25.11.2021;17,1880;Казахстанский тенге
100;24.11.2021;17,2465;Казахстанский тенге
100;23.11.2021;16,9456;Казахстанский тенге
100;20.11.2021;16,8391;Казахстанский тенге
100;19.11.2021;16,7518;Казахстанский тенге
100;18.11.2021;16,8552;Казахстанский тенге
100;17.11.2021;16,8283;Казахстанский тенге
100;16.11.2021;16,7880;Казахстанский тенге
100;13.11.2021;16,6927;Казахстанский тенге
100;12.11.2021;16,5669;Казахстанский тенге
100;11.11.2021;16,4867;Казахстанский тенге
100;10.11.2021;16,5995;Казахстанский тенге
100;09.11.2021;16,6292;Казахстанский тенге
100;04.11.2021;16,6852;Казахстанский тенге
100;03.11.2021;16,7123;Казахстанский тенге
100;02.11.2021;16,6031;Казахстанский тенге
100;30.10.2021;16,4940;Казахстанский тенге
100;29.10.2021;16,4941;Казахстанский тенге
100;28.10.2021;16,3586;Казахстанский тенге
100;27.10.2021;16,3365;Казахстанский тенге
100;26.10.2021;16,4945;Казахстанский тенге
100;23.10.2021;16,6363;Казахстанский тенге
100;22.10.2021;16,6527;Казахстанский тенге
100;21.10.2021;16,6680;Казахстанский тенге
100;20.10.2021;16,6708;Казахстанский тенге
100;19.10.2021;16,7246;Казахстанский тенге
100;16.10.2021;16,7223;Казахстанский тенге
100;15.10.2021;16,8489;Казахстанский тенге
100;14.10.2021;16,8660;Казахстанский тенге
100;13.10.2021;16,8911;Казахстанский тенге
100;12.10.2021;16,8558;Казахстанский тенге
100;09.10.2021;16,9245;Казахстанский тенге
100;08.10.2021;16,9704;Казахстанский тенге
100;07.10.2021;17,0568;Казахстанский тенге
100;06.10.2021;17,0770;Казахстанский тенге
100;05.10.2021;17,1324;Казахстанский тенге
100;02.10.2021;17,0997;Казахстанский тенге
100;01.10.2021;17,0653;Казахстанский тенге
100;30.09.2021;17,0920;Казахстанский тенге
100;29.09.2021;17,0728;Казахстанский тенге
100;28.09.2021;17,1008;Казахстанский тенге
100;25.09.2021;17,1683;Казахстанский тенге
100;24.09.2021;17,1016;Казахстанский тенге
100;23.09.2021;17,1101;Казахстанский тенге
100;22.09.2021;17,1726;Казахстанский тенге
100;21.09.2021;17,1998;Казахстанский тенге
100;18.09.2021;17,0389;Казахстанский тенге
100;17.09.2021;17,0290;Казахстанский тенге
100;16.09.2021;17,0754;Казахстанский тенге
100;15.09.2021;17,0597;Казахстанский тенге
100;14.09.2021;17,1378;Казахстанский тенге
100;11.09.2021;17,0638;Казахстанский тенге
100;10.09.2021;17,1523;Казахстанский тенге
100;09.09.2021;17,1996;Казахстанский тенге
100;08.09.2021;17,1669;Казахстанский тенге
100;07.09.2021;17,1153;Казахстанский тенге
100;04.09.2021;17,1239;Казахстанский тенге
100;03.09.2021;17,0905;Казахстанский тенге
100;02.09.2021;17,1607;Казахстанский тенге
100;01.09.2021;17,1752;Казахстанский тенге
100;31.08.2021;17,2184;Казахстанский тенге
100;28.08.2021;17,3048;Казахстанский тенге
100;27.08.2021;17,3402;Казахстанский тенге
100;26.08.2021;17,3125;Казахстанский тенге
100;25.08.2021;17,3849;Казахстанский тенге
100;24.08.2021;17,3926;Казахстанский тенге
100;21.08.2021;17,3992;Казахстанский тенге
100;20.08.2021;17,3573;Казахстанский тенге
100;19.08.2021;17,2571;Казахстанский тенге
100;18.08.2021;17,2802;Казахстанский тенге
100;17.08.2021;17,2403;Казахстанский тенге
100;14.08.2021;17,2774;Казахстанский тенге
100;13.08.2021;17,3160;Казахстанский тенге
100;12.08.2021;17,3597;Казахстанский тенге
100;11.08.2021;17,2720;Казахстанский тенге
100;10.08.2021;17,2291;Казахстанский тенге
100;07.08.2021;17,2254;Казахстанский тенге
100;06.08.2021;17,1937;Казахстанский тенге
100;05.08.2021;17,1482;Казахстанский тенге
100;04.08.2021;17,1747;Казахстанский тенге
100;03.08.2021;17,1925;Казахстанский тенге
100;31.07.2021;17,1891;Казахстанский тенге
100;30.07.2021;17,2093;Казахстанский тенге
100;29.07.2021;17,2813;Казахстанский тенге
100;28.07.2021;17,3515;Казахстанский тенге
100;27.07.2021;17,3819;Казахстанский тенге
100;24.07.2021;17,3264;Казахстанский тенге
100;23.07.2021;17,2852;Казахстанский тенге
100;22.07.2021;17,4035;Казахстанский тенге
100;21.07.2021;17,3843;Казахстанский тенге
100;20.07.2021;17,3647;Казахстанский тенге
100;17.07.2021;17,3712;Казахстанский тенге
100;16.07.2021;17,4002;Казахстанский тенге
100;15.07.2021;17,3512;Казахстанский тенге
100;14.07.2021;17,3158;Казахстанский тенге
100;13.07.2021;17,4107;Казахстанский тенге
100;10.07.2021;17,3424;Казахстанский тенге
100;09.07.2021;17,4550;Казахстанский тенге
100;08.07.2021;17,2914;Казахстанский тенге
100;07.07.2021;17,1823;Казахстанский тенге
100;06.07.2021;17,2029;Казахстанский тенге
100;03.07.2021;17,2247;Казахстанский тенге
100;02.07.2021;17,0648;Казахстанский тенге
100;01.07.2021;16,9778;Казахстанский тенге
100;30.06.2021;16,8899;Казахстанский тенге
100;29.06.2021;16,9266;Казахстанский тенге
100;26.06.2021;16,8760;Казахстанский тенге
100;25.06.2021;16,8673;Казахстанский тенге
100;24.06.2021;17,0003;Казахстанский тенге
100;23.06.2021;17,1311;Казахстанский тенге
100;22.06.2021;17,1027;Казахстанский тенге
100;19.06.2021;16,8527;Казахстанский тенге
100;18.06.2021;16,9505;Казахстанский тенге
100;17.06.2021;16,9052;Казахстанский тенге
100;16.06.2021;16,8305;Казахстанский тенге
100;12.06.2021;16,7784;Казахстанский тенге
100;11.06.2021;16,8845;Казахстанский тенге
100;10.06.2021;16,8814;Казахстанский тенге
100;09.06.2021;17,0175;Казахстанский тенге
100;08.06.2021;17,0797;Казахстанский тенге
100;05.06.2021;17,1039;Казахстанский тенге
100;04.06.2021;17,1055;Казахстанский тенге
100;03.06.2021;17,1562;Казахстанский тенге
100;02.06.2021;17,1242;Казахстанский тенге
100;01.06.2021;17,0912;Казахстанский тенге
100;29.05.2021;17,1670;Казахстанский тенге
100;28.05.2021;17,1289;Казахстанский тенге
100;27.05.2021;17,1746;Казахстанский тенге
100;26.05.2021;17,1967;Казахстанский тенге
100;25.05.2021;17,1809;Казахстанский тенге
100;22.05.2021;17,1534;Казахстанский тенге
100;21.05.2021;17,1581;Казахстанский тенге
100;20.05.2021;17,2162;Казахстанский тенге
100;19.05.2021;17,3001;Казахстанский тенге
100;18.05.2021;17,2614;Казахстанский тенге
100;15.05.2021;17,2626;Казахстанский тенге
100;14.05.2021;17,3708;Казахстанский тенге
100;13.05.2021;17,3740;Казахстанский тенге
100;12.05.2021;17,3525;Казахстанский тенге
100;08.05.2021;17,3784;Казахстанский тенге
100;07.05.2021;17,4836;Казахстанский тенге
100;06.05.2021;17,5421;Казахстанский тенге
100;05.05.2021;17,5462;Казахстанский тенге
100;01.05.2021;17,4178;Казахстанский тенге
100;30.04.2021;17,3809;Казахстанский тенге
100;29.04.2021;17,4417;Казахстанский тенге
100;28.04.2021;17,4521;Казахстанский тенге
100;27.04.2021;17,3816;Казахстанский тенге
100;24.04.2021;17,4361;Казахстанский тенге
100;23.04.2021;17,6716;Казахстанский тенге
100;22.04.2021;17,7616;Казахстанский тенге
100;21.04.2021;17,6717;Казахстанский тенге
100;20.04.2021;17,6828;Казахстанский тенге
100;17.04.2021;17,5683;Казахстанский тенге
100;16.04.2021;17,8318;Казахстанский тенге
100;15.04.2021;17,5738;Казахстанский тенге
100;14.04.2021;17,8166;Казахстанский тенге
100;13.04.2021;17,8737;Казахстанский тенге
100;10.04.2021;17,8025;Казахстанский тенге
100;09.04.2021;17,7835;Казахстанский тенге
100;08.04.2021;17,9758;Казахстанский тенге
100;07.04.2021;17,7812;Казахстанский тенге
100;06.04.2021;17,8982;Казахстанский тенге
100;03.04.2021;17,8177;Казахстанский тенге
100;02.04.2021;17,7325;Казахстанский тенге
100;01.04.2021;17,7801;Казахстанский тенге
100;31.03.2021;17,8268;Казахстанский тенге
100;30.03.2021;17,8776;Казахстанский тенге
100;27.03.2021;17,8629;Казахстанский тенге
100;26.03.2021;17,9739;Казахстанский тенге
100;25.03.2021;18,0887;Казахстанский тенге
100;24.03.2021;17,8999;Казахстанский тенге
100;23.03.2021;17,7217;Казахстанский тенге
100;20.03.2021;17,5998;Казахстанский тенге
100;19.03.2021;17,5753;Казахстанский тенге
100;18.03.2021;17,4543;Казахстанский тенге
100;17.03.2021;17,4154;Казахстанский тенге
100;16.03.2021;17,4756;Казахстанский тенге
100;13.03.2021;17,5378;Казахстанский тенге
100;12.03.2021;17,5375;Казахстанский тенге
100;11.03.2021;17,6016;Казахстанский тенге
100;10.03.2021;17,6908;Казахстанский тенге
100;06.03.2021;17,7065;Казахстанский тенге
100;05.03.2021;17,5854;Казахстанский тенге
100;04.03.2021;17,5216;Казахстанский тенге
100;03.03.2021;17,7122;Казахстанский тенге
100;02.03.2021;17,7018;Казахстанский тенге
100;27.02.2021;17,8255;Казахстанский тенге
100;26.02.2021;17,7054;Казахстанский тенге
100;25.02.2021;17,7468;Казахстанский тенге
100;21.02.2021;17,7231;Казахстанский тенге
100;20.02.2021;17,7034;Казахстанский тенге
100;19.02.2021;17,7243;Казахстанский тенге
100;18.02.2021;17,6924;Казахстанский тенге
100;17.02.2021;17,5885;Казахстанский тенге
100;16.02.2021;17,5806;Казахстанский тенге
100;13.02.2021;17,6362;Казахстанский тенге
100;12.02.2021;17,6564;Казахстанский тенге
100;11.02.2021;17,6833;Казахстанский тенге
100;10.02.2021;17,7153;Казахстанский тенге
100;09.02.2021;17,7342;Казахстанский тенге
100;06.02.2021;17,8754;Казахстанский тенге
100;05.02.2021;17,9521;Казахстанский тенге
100;04.02.2021;17,9587;Казахстанский тенге
100;03.02.2021;17,9123;Казахстанский тенге
100;02.02.2021;17,8083;Казахстанский тенге
100;30.01.2021;17,9782;Казахстанский тенге
100;29.01.2021;17,9602;Казахстанский тенге
100;28.01.2021;17,7866;Казахстанский тенге
100;27.01.2021;17,8981;Казахстанский тенге
100;26.01.2021;17,7938;Казахстанский тенге
100;23.01.2021;17,6929;Казахстанский тенге
100;22.01.2021;17,5298;Казахстанский тенге
100;21.01.2021;17,5272;Казахстанский тенге
100;20.01.2021;17,5580;Казахстанский тенге
100;19.01.2021;17,5839;Казахстанский тенге
100;16.01.2021;17,5321;Казахстанский тенге
100;15.01.2021;17,5688;Казахстанский тенге
100;14.01.2021;17,5443;Казахстанский тенге
100;13.01.2021;17,6535;Казахстанский тенге
100;12.01.2021;17,7507;Казахстанский тенге
100;01.01.2021;17,5252;Казахстанский тенге
100;31.12.2020;17,5481;Казахстанский тенге
100;30.12.2020;17,5148;Казахстанский тенге
100;29.12.2020;17,5397;Казахстанский тенге
100;26.12.2020;17,5629;Казахстанский тенге
100;25.12.2020;17,8341;Казахстанский тенге
100;24.12.2020;17,9088;Казахстанский тенге
100;23.12.2020;17,9089;Казахстанский тенге
100;22.12.2020;17,7626;Казахстанский тенге
100;19.12.2020;17,4669;Казахстанский тенге
100;18.12.2020;17,3865;Казахстанский тенге
100;17.12.2020;17,4918;Казахстанский тенге
100;16.12.2020;17,4832;Казахстанский тенге
100;15.12.2020;17,4209;Казахстанский тенге
100;12.12.2020;17,4472;Казахстанский тенге
100;11.12.2020;17,5322;Казахстанский тенге
100;10.12.2020;17,4521;Казахстанский тенге
100;09.12.2020;17,4931;Казахстанский тенге
100;08.12.2020;17,5995;Казахстанский тенге
100;05.12.2020;17,6335;Казахстанский тенге
100;04.12.2020;17,7802;Казахстанский тенге
100;03.12.2020;17,7755;Казахстанский тенге
100;02.12.2020;17,9286;Казахстанский тенге
100;01.12.2020;17,9066;Казахстанский тенге
100;28.11.2020;17,8898;Казахстанский тенге
100;27.11.2020;17,8314;Казахстанский тенге
100;26.11.2020;17,8427;Казахстанский тенге
100;25.11.2020;17,8560;Казахстанский тенге
100;24.11.2020;17,8242;Казахстанский тенге
100;21.11.2020;17,7499;Казахстанский тенге
100;20.11.2020;17,8022;Казахстанский тенге
100;19.11.2020;17,7507;Казахстанский тенге
100;18.11.2020;17,7874;Казахстанский тенге
100;17.11.2020;17,9116;Казахстанский тенге
100;14.11.2020;17,9749;Казахстанский тенге
100;13.11.2020;17,9612;Казахстанский тенге
100;12.11.2020;17,8351;Казахстанский тенге
100;11.11.2020;17,8067;Казахстанский тенге
100;10.11.2020;17,8587;Казахстанский тенге
100;07.11.2020;17,8491;Казахстанский тенге
100;06.11.2020;18,1340;Казахстанский тенге
100;04.11.2020;18,4591;Казахстанский тенге
100;03.11.2020;18,4892;Казахстанский тенге
100;31.10.2020;18,3154;Казахстанский тенге
100;30.10.2020;18,2276;Казахстанский тенге
100;29.10.2020;17,9960;Казахстанский тенге
100;28.10.2020;17,7870;Казахстанский тенге
100;27.10.2020;17,7844;Казахстанский тенге
100;24.10.2020;17,8832;Казахстанский тенге
100;23.10.2020;17,9869;Казахстанский тенге
100;22.10.2020;18,0007;Казахстанский тенге
100;21.10.2020;18,1347;Казахстанский тенге
100;20.10.2020;18,1879;Казахстанский тенге
100;17.10.2020;18,1697;Казахстанский тенге
100;16.10.2020;18,1824;Казахстанский тенге
100;15.10.2020;17,9988;Казахстанский тенге
100;14.10.2020;18,0052;Казахстанский тенге
100;13.10.2020;17,9946;Казахстанский тенге
100;10.10.2020;18,0209;Казахстанский тенге
100;09.10.2020;18,1817;Казахстанский тенге
100;08.10.2020;18,2058;Казахстанский тенге
100;07.10.2020;18,2463;Казахстанский тенге
100;06.10.2020;18,0875;Казахстанский тенге
100;03.10.2020;18,0435;Казахстанский тенге
100;02.10.2020;17,9803;Казахстанский тенге
100;01.10.2020;18,1995;Казахстанский тенге
100;30.09.2020;18,4609;Казахстанский тенге
100;29.09.2020;18,2769;Казахстанский тенге
100;26.09.2020;17,9973;Казахстанский тенге
100;25.09.2020;18,0664;Казахстанский тенге
100;24.09.2020;17,9472;Казахстанский тенге
100;23.09.2020;17,9846;Казахстанский тенге
100;22.09.2020;18,0147;Казахстанский тенге
100;19.09.2020;17,8291;Казахстанский тенге
100;18.09.2020;17,7370;Казахстанский тенге
100;17.09.2020;17,6263;Казахстанский тенге
100;16.09.2020;17,6048;Казахстанский тенге
100;15.09.2020;17,5062;Казахстанский тенге
100;12.09.2020;17,5287;Казахстанский тенге
100;11.09.2020;17,6842;Казахстанский тенге
100;10.09.2020;17,7762;Казахстанский тенге
100;09.09.2020;17,8997;Казахстанский тенге
100;08.09.2020;17,8538;Казахстанский тенге
100;05.09.2020;17,8606;Казахстанский тенге
100;04.09.2020;17,9284;Казахстанский тенге
100;03.09.2020;17,6320;Казахстанский тенге
100;02.09.2020;17,5813;Казахстанский тенге
100;01.09.2020;17,5623;Казахстанский тенге
100;29.08.2020;17,7566;Казахстанский тенге
100;28.08.2020;17,9179;Казахстанский тенге
100;27.08.2020;17,9878;Казахстанский тенге
100;26.08.2020;17,7779;Казахстанский тенге
100;25.08.2020;17,7174;Казахстанский тенге
100;22.08.2020;17,6563;Казахстанский тенге
100;21.08.2020;17,5968;Казахстанский тенге
100;20.08.2020;17,4992;Казахстанский тенге
100;19.08.2020;17,5411;Казахстанский тенге
100;18.08.2020;17,4447;Казахстанский тенге
100;15.08.2020;17,4414;Казахстанский тенге
100;14.08.2020;17,5513;Казахстанский тенге
100;13.08.2020;17,4461;Казахстанский тенге
100;12.08.2020;17,4784;Казахстанский тенге
100;11.08.2020;17,5705;Казахстанский тенге
100;08.08.2020;17,5461;Казахстанский тенге
100;07.08.2020;17,4536;Казахстанский тенге
100;06.08.2020;17,4965;Казахстанский тенге
100;05.08.2020;17,4807;Казахстанский тенге
100;04.08.2020;17,5969;Казахстанский тенге
100;01.08.2020;17,4086;Казахстанский тенге
100;31.07.2020;17,4620;Казахстанский тенге
100;30.07.2020;17,3026;Казахстанский тенге
100;29.07.2020;17,3267;Казахстанский тенге
100;28.07.2020;17,2606;Казахстанский тенге
100;25.07.2020;17,2761;Казахстанский тенге
100;24.07.2020;17,1707;Казахстанский тенге
100;23.07.2020;17,1553;Казахстанский тенге
100;22.07.2020;17,1768;Казахстанский тенге
100;21.07.2020;17,3233;Казахстанский тенге
100;18.07.2020;17,3074;Казахстанский тенге
100;17.07.2020;17,2491;Казахстанский тенге
100;16.07.2020;17,1488;Казахстанский тенге
100;15.07.2020;17,2136;Казахстанский тенге
100;14.07.2020;17,1737;Казахстанский тенге
100;11.07.2020;17,2279;Казахстанский тенге
100;10.07.2020;17,2288;Казахстанский тенге
100;09.07.2020;17,3516;Казахстанский тенге
100;08.07.2020;17,6048;Казахстанский тенге
100;07.07.2020;17,5261;Казахстанский тенге
100;04.07.2020;17,3344;Казахстанский тенге
100;03.07.2020;17,3372;Казахстанский тенге
100;02.07.2020;17,3349;Казахстанский тенге
100;01.07.2020;17,4099;Казахстанский тенге
100;30.06.2020;17,2845;Казахстанский тенге
100;27.06.2020;17,1681;Казахстанский тенге
100;26.06.2020;17,1710;Казахстанский тенге
100;25.06.2020;17,1257;Казахстанский тенге
100;24.06.2020;17,1556;Казахстанский тенге
100;23.06.2020;17,2435;Казахстанский тенге
100;20.06.2020;17,2250;Казахстанский тенге
100;19.06.2020;17,1640;Казахстанский тенге
100;18.06.2020;17,1750;Казахстанский тенге
100;17.06.2020;17,2546;Казахстанский тенге
100;16.06.2020;17,3406;Казахстанский тенге
100;12.06.2020;17,2695;Казахстанский тенге
100;11.06.2020;17,1565;Казахстанский тенге
100;10.06.2020;17,1665;Казахстанский тенге
100;09.06.2020;17,1831;Казахстанский тенге
100;06.06.2020;17,1363;Казахстанский тенге
100;05.06.2020;17,2213;Казахстанский тенге
100;04.06.2020;17,1193;Казахстанский тенге
100;03.06.2020;17,1470;Казахстанский тенге
100;02.06.2020;17,0579;Казахстанский тенге
100;30.05.2020;17,1643;Казахстанский тенге
100;29.05.2020;17,2177;Казахстанский тенге
100;28.05.2020;17,2231;Казахстанский тенге
100;27.05.2020;17,2106;Казахстанский тенге
100;26.05.2020;17,2748;Казахстанский тенге
100;23.05.2020;17,2702;Казахстанский тенге
100;22.05.2020;17,1748;Казахстанский тенге
100;21.05.2020;17,4116;Казахстанский тенге
100;20.05.2020;17,4329;Казахстанский тенге
100;19.05.2020;17,4819;Казахстанский тенге
100;16.05.2020;17,4108;Казахстанский тенге
100;15.05.2020;17,4750;Казахстанский тенге
100;14.05.2020;17,4485;Казахстанский тенге
100;13.05.2020;17,4648;Казахстанский тенге
100;09.05.2020;17,5070;Казахстанский тенге
100;08.05.2020;17,5649;Казахстанский тенге
100;07.05.2020;17,5722;Казахстанский тенге
100;01.05.2020;17,1298;Казахстанский тенге
100;30.04.2020;17,1546;Казахстанский тенге
100;29.04.2020;17,2853;Казахстанский тенге
100;28.04.2020;17,2794;Казахстанский тенге
100;25.04.2020;17,2705;Казахстанский тенге
100;24.04.2020;17,3859;Казахстанский тенге
100;23.04.2020;17,6045;Казахстанский тенге
100;22.04.2020;17,6468;Казахстанский тенге
100;21.04.2020;17,4402;Казахстанский тенге
100;18.04.2020;17,3283;Казахстанский тенге
100;17.04.2020;17,4510;Казахстанский тенге
100;16.04.2020;17,2887;Казахстанский тенге
100;15.04.2020;17,2131;Казахстанский тенге
100;14.04.2020;17,1816;Казахстанский тенге
100;11.04.2020;17,1386;Казахстанский тенге
100;10.04.2020;17,2467;Казахстанский тенге
100;09.04.2020;17,3788;Казахстанский тенге
100;08.04.2020;17,2656;Казахстанский тенге
100;07.04.2020;17,3999;Казахстанский тенге
100;28.03.2020;17,4278;Казахстанский тенге
100;27.03.2020;17,6456;Казахстанский тенге
100;26.03.2020;17,3596;Казахстанский тенге
100;25.03.2020;17,5954;Казахстанский тенге
100;24.03.2020;18,0489;Казахстанский тенге
100;21.03.2020;17,4352;Казахстанский тенге
100;20.03.2020;17,5348;Казахстанский тенге
100;19.03.2020;17,5053;Казахстанский тенге
100;18.03.2020;16,9439;Казахстанский тенге
100;17.03.2020;17,0176;Казахстанский тенге
100;14.03.2020;18,0054;Казахстанский тенге
100;13.03.2020;18,5031;Казахстанский тенге
100;12.03.2020;18,0448;Казахстанский тенге
100;11.03.2020;18,1834;Казахстанский тенге
100;07.03.2020;17,6482;Казахстанский тенге
100;06.03.2020;17,3795;Казахстанский тенге
100;05.03.2020;17,3971;Казахстанский тенге
100;04.03.2020;17,4679;Казахстанский тенге
100;03.03.2020;17,4076;Казахстанский тенге
100;29.02.2020;17,5541;Казахстанский тенге
100;28.02.2020;17,2668;Казахстанский тенге
100;27.02.2020;17,3201;Казахстанский тенге
100;26.02.2020;17,2127;Казахстанский тенге
100;22.02.2020;17,0777;Казахстанский тенге
100;21.02.2020;16,9426;Казахстанский тенге
100;20.02.2020;16,8766;Казахстанский тенге
100;19.02.2020;16,9052;Казахстанский тенге
100;18.02.2020;16,7940;Казахстанский тенге
100;15.02.2020;16,7833;Казахстанский тенге
